Project,Scenario,Dollar_year,Weather_year,Start_day,country
Cambium_2022,MidCase,2021$,2012,Sunday,usa
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Geography,Time,Time,Time,Load,Load,Transmission,Transmission,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation
RFCEc,ET,2045,6,14134192.6,12457305.1,6120334.0,5984667.5,0.0329,0.0451,0.62,0.65,148.7,3.5,0.39,19.8,761.9,0.12,148.9,42.5,191.4,143.1,3.5,0.39,18.9,729.4,0.12,143.3,40.7,184.1,273.5,10.6,1.36,27.6,1254.8,0.13,274.1,65.0,339.1,465.6,24.1,3.25,42.3,1943.0,0.23,467.2,100.3,567.4,18.82,0.0,0.0,18.82,20.32,0.0,0.0,20.33,14012576.0
RFCEc,ET,2045,7,16043473.0,13643799.4,6932875.0,5323972.5,0.0342,0.0495,0.66,0.69,134.9,3.2,0.36,18.0,690.2,0.11,135.1,38.6,173.7,128.1,3.2,0.37,16.9,649.7,0.11,128.3,36.3,164.6,235.2,9.2,1.19,23.6,1076.4,0.11,235.8,55.7,291.6,414.6,22.5,3.05,36.6,1703.1,0.21,416.1,87.4,503.5,16.38,0.0,0.01,16.39,18.01,0.0,0.0,18.01,14447314.0
RFCEc,ET,2045,8,17118909.8,14212536.4,7281925.0,4797013.0,0.0347,0.0513,0.68,0.71,127.3,3.0,0.34,17.0,651.6,0.11,127.5,36.5,164.0,118.9,3.0,0.34,15.7,602.4,0.1,119.1,33.7,152.8,196.4,7.1,0.89,20.3,918.6,0.09,196.8,47.7,244.5,340.4,14.2,1.85,34.3,1529.3,0.18,341.4,80.0,421.3,14.79,0.0,0.01,14.79,16.15,0.0,0.0,16.15,14645547.0
RFCEc,ET,2045,9,17769735.5,14593766.8,7779251.0,4785435.5,0.0351,0.0525,0.68,0.72,126.5,3.0,0.33,16.9,647.9,0.11,126.7,36.3,163.0,117.2,3.0,0.34,15.4,592.6,0.1,117.4,33.1,150.5,188.1,6.6,0.83,19.6,884.3,0.09,188.6,46.0,234.6,333.9,12.8,1.63,34.7,1544.2,0.18,334.7,80.8,415.5,14.95,0.0,0.01,14.96,16.22,0.0,0.0,16.22,14785232.0
RFCEc,ET,2045,10,17918432.6,15112028.7,7990566.5,4858042.0,0.0358,0.0545,0.68,0.72,128.1,3.0,0.34,17.1,656.0,0.11,128.2,36.7,165.0,117.6,3.0,0.35,15.5,594.8,0.1,117.8,33.2,151.0,186.6,6.5,0.81,19.5,880.1,0.09,187.0,45.8,232.8,362.2,15.0,1.95,36.6,1632.6,0.19,363.1,85.3,448.4,15.7,0.0,0.0,15.7,16.98,0.0,0.0,16.98,14791944.0
RFCEc,ET,2045,11,17868625.1,15640432.0,7903673.0,4801468.0,0.0365,0.0566,0.67,0.72,128.6,3.0,0.34,17.2,659.0,0.11,128.8,36.9,165.7,117.8,3.0,0.35,15.5,595.5,0.1,118.0,33.3,151.3,183.3,6.3,0.79,19.3,867.1,0.09,183.7,45.1,228.9,362.8,14.8,1.92,37.0,1636.6,0.2,363.7,85.8,449.5,15.85,0.0,0.0,15.85,17.11,0.0,0.0,17.11,14769277.0
RFCEc,ET,2045,12,18010493.1,16052481.7,7953021.0,4835025.5,0.0372,0.0583,0.68,0.72,128.6,3.1,0.34,17.2,658.7,0.11,128.8,36.9,165.7,117.6,3.0,0.35,15.4,594.1,0.1,117.8,33.2,151.0,183.5,6.3,0.79,19.3,866.9,0.09,183.9,45.1,229.0,390.1,18.9,2.52,36.6,1676.7,0.2,391.3,86.6,477.9,16.15,0.0,0.0,16.15,17.41,0.0,0.0,17.41,14893149.0
RFCEc,ET,2045,13,18348436.3,16144767.9,8041471.0,4940810.5,0.0374,0.0588,0.68,0.72,125.4,3.0,0.33,16.8,641.6,0.11,125.6,35.9,161.5,115.3,3.0,0.35,15.1,581.8,0.1,115.5,32.5,148.0,184.8,6.4,0.81,19.3,871.6,0.09,185.2,45.3,230.5,390.1,19.4,2.61,36.3,1653.2,0.21,391.4,85.6,477.1,16.04,0.0,0.0,16.04,17.38,0.0,0.0,17.38,15248405.0
RFCEc,ET,2045,14,18274855.1,16369364.1,8044134.5,4910271.5,0.0378,0.0598,0.68,0.72,128.3,3.1,0.34,17.1,656.0,0.11,128.4,36.7,165.1,117.9,3.1,0.36,15.4,594.3,0.1,118.1,33.2,151.3,188.4,6.6,0.82,19.7,887.7,0.09,188.8,46.2,235.0,389.4,18.6,2.47,36.8,1681.8,0.2,390.6,86.9,477.6,16.39,0.0,0.0,16.39,17.8,0.0,0.0,17.8,15140606.0
RFCEc,ET,2045,15,18259549.4,17072612.2,8174115.0,4804507.5,0.0388,0.0626,0.65,0.69,141.2,3.5,0.39,18.6,718.0,0.12,141.4,40.0,181.4,129.7,3.5,0.41,16.7,649.9,0.11,129.9,36.1,166.1,213.6,7.6,0.96,22.2,1000.4,0.1,214.1,52.0,266.2,467.0,26.6,3.64,40.0,1866.8,0.24,468.8,95.6,564.4,18.7,0.0,0.0,18.71,20.24,0.0,0.0,20.24,14883907.0
RFCEc,ET,2045,16,19111267.2,18140067.1,8297877.5,5038528.5,0.0403,0.0665,0.61,0.64,158.8,4.1,0.47,20.3,800.6,0.12,159.1,44.2,203.3,156.7,4.4,0.52,19.7,778.7,0.12,157.0,42.9,200.0,282.9,11.2,1.45,28.3,1289.1,0.13,283.6,66.7,350.4,559.9,34.0,4.68,47.0,2183.4,0.28,562.2,112.2,674.4,23.57,6.6,0.0,30.17,25.4,7.21,0.0,32.61,15847882.0
RFCEc,ET,2045,17,19985664.5,19033986.1,7212573.0,4781155.5,0.0416,0.0698,0.61,0.6,162.1,4.2,0.49,20.5,814.2,0.12,162.4,44.7,207.2,177.6,5.0,0.59,22.1,879.5,0.13,177.9,48.3,226.3,364.4,13.4,1.71,37.4,1686.1,0.17,365.3,87.6,452.9,594.7,29.7,4.02,56.4,2486.4,0.31,596.7,130.5,727.3,29.19,177.09,0.0,206.29,31.47,193.16,0.0,224.63,17537546.0
RFCEc,ET,2045,18,19136655.0,18285235.8,5391789.0,4281236.5,0.0402,0.0664,0.59,0.56,176.3,4.6,0.54,22.1,877.4,0.13,176.6,48.3,225.0,200.5,5.5,0.65,25.0,990.1,0.15,200.8,54.5,255.4,407.1,14.2,1.79,42.4,1909.8,0.19,408.0,99.4,507.4,646.5,23.8,3.23,69.4,2820.1,0.43,648.1,153.6,801.7,35.12,185.97,0.0,221.09,37.69,201.92,0.0,239.61,18014910.0
RFCEc,ET,2045,19,17620149.1,16844978.5,5144517.5,4950789.5,0.038,0.0608,0.59,0.57,172.3,4.5,0.52,21.7,861.4,0.13,172.6,47.4,220.0,190.6,5.1,0.59,24.0,949.9,0.15,191.0,52.4,243.4,394.1,14.6,1.86,40.3,1826.3,0.18,395.0,94.7,489.7,594.9,22.6,3.07,64.1,2584.3,0.4,596.4,141.2,737.6,29.65,21.34,0.0,50.99,31.65,23.1,0.0,54.75,17425752.0
RFCEc,ET,2045,20,16940226.3,16197664.8,5376762.0,4897550.5,0.0371,0.0583,0.59,0.58,167.3,4.3,0.49,21.2,844.1,0.13,167.6,46.4,214.0,183.7,5.0,0.59,23.1,916.6,0.14,184.0,50.5,234.4,377.2,14.8,1.91,37.8,1719.6,0.18,378.2,89.1,467.3,565.0,27.2,3.67,55.1,2384.5,0.31,566.8,126.3,693.1,26.08,1.75,0.0,27.83,27.77,1.89,0.0,29.67,16460507.0
RFCEc,ET,2045,21,15888614.4,15192247.0,5871403.0,5341845.5,0.0358,0.0547,0.57,0.57,173.0,4.4,0.51,22.1,874.0,0.13,173.3,48.2,221.5,184.0,5.1,0.6,23.1,915.6,0.14,184.3,50.4,234.8,366.8,15.2,1.98,36.0,1650.5,0.17,367.8,85.2,453.0,586.0,32.8,4.52,52.3,2334.7,0.31,588.2,121.9,710.2,25.34,0.0,0.0,25.35,26.9,0.0,0.0,26.91,15359885.0
RFCEc,ET,2045,22,14426866.4,13784950.9,5832324.0,5764152.0,0.0342,0.0496,0.55,0.56,179.1,4.5,0.52,23.0,906.3,0.14,179.4,50.0,229.4,184.6,5.1,0.6,23.3,920.0,0.14,184.9,50.7,235.7,362.9,15.3,1.99,35.4,1625.8,0.17,363.9,83.9,447.8,572.9,31.8,4.36,50.8,2295.1,0.3,575.0,119.3,694.3,24.64,0.0,0.0,24.64,26.04,0.0,0.0,26.04,14362571.0
RFCEc,ET,2045,23,13136400.0,12485515.7,5506235.5,6144254.5,0.0328,0.0449,0.55,0.57,178.1,4.4,0.5,23.1,905.5,0.14,178.4,50.1,228.5,179.7,4.7,0.55,23.0,903.3,0.14,180.0,50.0,230.0,358.9,14.9,1.94,35.2,1614.0,0.17,359.9,83.4,443.3,568.6,33.4,4.63,48.6,2203.2,0.31,570.8,114.4,685.2,23.78,0.0,0.0,23.78,25.05,0.0,0.0,25.05,13780550.0
RFCEc,ET,2050,0,12484425.8,11789107.5,5361989.0,6638274.0,0.0317,0.0404,0.55,0.57,179.0,3.6,0.38,23.9,934.8,0.14,179.2,51.8,231.1,178.7,3.7,0.39,23.8,930.8,0.14,179.0,51.6,230.5,342.9,11.5,1.42,36.2,1631.7,0.16,343.6,84.9,428.5,576.4,29.4,3.95,51.5,2421.8,0.27,578.3,123.8,702.1,24.46,0.0,0.24,24.7,25.62,0.0,0.25,25.87,13778555.0
RFCEc,ET,2050,1,11927267.7,11120845.1,5308739.5,6884943.0,0.0312,0.0381,0.55,0.58,177.3,3.6,0.37,23.8,926.7,0.14,177.5,51.4,228.9,174.7,3.6,0.37,23.4,912.3,0.14,174.9,50.7,225.6,338.0,11.0,1.35,36.0,1619.7,0.16,338.7,84.3,423.0,551.9,26.3,3.49,51.1,2382.1,0.25,553.7,122.1,675.8,23.7,0.0,0.24,23.93,24.77,0.0,0.25,25.02,13521848.0
RFCEc,ET,2050,2,11648515.2,10770701.0,5318759.5,7037091.0,0.0311,0.0369,0.55,0.58,176.8,3.6,0.37,23.8,924.7,0.14,177.0,51.4,228.4,173.2,3.5,0.36,23.3,905.4,0.14,173.4,50.3,223.7,334.6,10.5,1.28,36.1,1616.0,0.16,335.3,84.3,419.5,533.1,23.6,3.11,50.8,2354.2,0.24,534.7,121.1,655.8,23.3,0.0,0.25,23.55,24.33,0.0,0.26,24.59,13385179.0
RFCEc,ET,2050,3,11556391.3,10696502.9,5340258.0,7086583.0,0.031,0.0367,0.55,0.58,177.2,3.6,0.37,23.9,927.2,0.14,177.4,51.5,229.0,173.1,3.5,0.36,23.3,905.3,0.14,173.3,50.4,223.6,333.5,10.3,1.25,36.1,1615.1,0.16,334.1,84.2,418.4,537.1,24.3,3.2,50.8,2353.9,0.25,538.7,121.1,659.7,23.23,0.0,0.24,23.47,24.27,0.0,0.25,24.51,13321036.0
RFCEc,ET,2050,4,11566182.0,10778471.0,5479716.5,7194807.0,0.0311,0.037,0.55,0.58,177.6,3.6,0.37,23.9,929.0,0.14,177.8,51.6,229.4,171.8,3.4,0.36,23.2,898.5,0.14,172.0,50.0,221.9,332.6,10.2,1.23,36.0,1612.9,0.16,333.2,84.1,417.4,550.7,26.1,3.49,51.3,2362.0,0.26,552.4,121.8,674.2,23.32,0.0,0.24,23.56,24.37,0.0,0.26,24.63,13298923.0
RFCEc,ET,2050,5,12275296.0,11572812.9,5697526.5,6891709.0,0.0316,0.0398,0.56,0.6,174.3,3.5,0.36,23.4,911.5,0.14,174.5,50.6,225.1,165.9,3.3,0.34,22.4,868.2,0.13,166.1,48.3,214.4,306.3,9.2,1.11,33.3,1490.6,0.14,306.9,77.8,384.6,538.4,24.8,3.29,50.6,2347.5,0.25,540.0,120.6,660.6,23.13,0.0,0.25,23.38,24.22,0.0,0.26,24.49,13485354.0
RFCEc,ET,2050,6,14797429.4,13052222.4,6223092.5,5668314.0,0.0329,0.0451,0.62,0.64,153.9,3.1,0.32,20.8,805.0,0.12,154.1,44.8,198.9,148.9,3.1,0.32,19.9,776.4,0.12,149.1,43.1,192.2,267.0,8.1,0.98,29.0,1297.0,0.13,267.5,67.7,335.2,455.2,18.7,2.43,45.3,2055.3,0.22,456.5,106.7,563.1,19.57,0.0,0.22,19.79,21.22,0.0,0.23,21.44,14256030.0
RFCEc,ET,2050,7,16831398.7,14344370.6,7059831.0,4888205.0,0.0343,0.0497,0.65,0.68,140.5,2.8,0.3,19.0,734.6,0.12,140.7,40.9,181.6,134.3,2.8,0.3,17.9,698.9,0.11,134.5,38.8,173.3,229.7,7.0,0.85,24.9,1114.7,0.11,230.1,58.2,288.3,382.5,15.5,2.0,38.8,1739.1,0.19,383.5,90.6,474.1,16.56,0.0,0.18,16.74,18.27,0.0,0.19,18.46,14672558.0
RFCEc,ET,2050,8,17957337.5,14922389.7,7451837.0,4260471.5,0.0347,0.0514,0.67,0.7,132.2,2.7,0.28,18.0,691.2,0.11,132.4,38.6,171.0,124.4,2.6,0.28,16.6,646.3,0.1,124.6,35.9,160.5,194.0,5.6,0.66,21.4,952.1,0.09,194.4,49.8,244.2,346.4,15.5,2.03,33.7,1530.7,0.18,347.4,79.4,426.8,14.59,0.0,0.18,14.76,15.98,0.0,0.18,16.16,14772445.0
RFCEc,ET,2050,9,18596695.6,15300113.4,7997093.5,4268246.0,0.0351,0.0525,0.67,0.71,131.0,2.7,0.28,17.8,684.5,0.11,131.1,38.2,169.3,122.4,2.6,0.28,16.3,635.1,0.1,122.5,35.3,157.8,187.0,5.4,0.64,20.6,918.5,0.09,187.4,48.0,235.4,323.6,10.5,1.3,35.4,1547.8,0.17,324.3,81.6,405.8,14.88,0.0,0.17,15.06,16.14,0.0,0.17,16.31,14874128.0
RFCEc,ET,2050,10,18719705.1,15837686.2,8105079.0,4236554.5,0.0357,0.0544,0.67,0.71,132.2,2.7,0.28,18.0,691.3,0.11,132.4,38.6,171.0,122.5,2.6,0.28,16.3,635.6,0.1,122.6,35.3,158.0,185.8,5.3,0.63,20.5,913.6,0.09,186.1,47.8,233.9,348.3,13.5,1.74,36.3,1588.3,0.2,349.2,83.7,432.8,15.45,0.0,0.17,15.62,16.69,0.0,0.17,16.86,14855453.0
RFCEc,ET,2050,11,18673392.0,16409668.5,8105305.0,4256276.0,0.0365,0.0566,0.67,0.71,132.9,2.7,0.28,18.1,694.6,0.11,133.0,38.8,171.8,122.3,2.6,0.28,16.3,634.7,0.1,122.5,35.3,157.8,183.6,5.2,0.62,20.3,903.3,0.09,183.9,47.3,231.1,334.7,10.3,1.26,37.2,1615.1,0.18,335.3,85.4,420.8,15.58,0.0,0.17,15.75,16.77,0.0,0.17,16.95,14824253.0
RFCEc,ET,2050,12,18877133.4,16855840.3,8182319.0,4276393.0,0.0371,0.0583,0.67,0.71,132.5,2.7,0.28,18.0,692.5,0.11,132.6,38.7,171.3,121.7,2.6,0.28,16.2,631.4,0.1,121.9,35.1,156.9,183.7,5.2,0.61,20.3,904.5,0.09,184.0,47.3,231.3,361.4,14.8,1.92,36.4,1637.9,0.19,362.3,85.3,447.6,15.85,0.0,0.17,16.02,17.07,0.0,0.17,17.24,14970238.0
RFCEc,ET,2050,13,19246539.8,16940428.1,8242053.5,4331982.5,0.0374,0.0588,0.68,0.71,129.4,2.6,0.27,17.6,676.3,0.11,129.5,37.8,167.3,119.3,2.6,0.27,15.9,618.9,0.1,119.5,34.4,153.9,183.5,5.2,0.62,20.3,903.7,0.09,183.9,47.3,231.1,350.7,13.8,1.78,36.2,1601.7,0.19,351.6,83.9,435.5,15.82,0.0,0.17,15.99,17.1,0.0,0.18,17.28,15334605.0
RFCEc,ET,2050,14,19183101.3,17179644.6,8350141.0,4401487.0,0.0377,0.0598,0.67,0.71,132.3,2.7,0.28,17.9,691.3,0.11,132.4,38.6,171.0,121.8,2.6,0.28,16.2,631.3,0.1,121.9,35.1,157.0,187.3,5.3,0.63,20.7,922.4,0.09,187.7,48.3,235.9,363.2,14.7,1.9,36.8,1651.7,0.19,364.1,86.1,450.2,16.19,0.0,0.17,16.36,17.55,0.0,0.18,17.73,15231286.0
RFCEc,ET,2050,15,19197020.6,17950072.3,8568445.0,4413799.5,0.0388,0.0626,0.64,0.68,145.8,3.0,0.31,19.6,760.3,0.12,145.9,42.3,188.2,134.5,2.9,0.31,17.7,696.2,0.11,134.7,38.5,173.2,214.1,6.2,0.74,23.6,1048.6,0.1,214.5,54.8,269.4,430.3,20.0,2.65,40.9,1875.3,0.21,431.6,96.8,528.4,18.97,0.0,0.18,19.14,20.51,0.0,0.19,20.7,15033438.0
RFCEc,ET,2050,16,20144101.4,19127773.6,8646807.0,4795351.0,0.0404,0.0667,0.6,0.62,166.9,3.5,0.37,21.9,867.1,0.12,167.1,47.8,214.8,165.5,3.6,0.39,21.4,853.4,0.12,165.7,46.9,212.5,278.5,8.5,1.03,30.2,1350.2,0.13,279.1,70.5,349.5,560.6,25.9,3.43,53.0,2437.1,0.27,562.3,125.7,688.1,24.81,7.8,0.21,32.81,26.74,8.52,0.22,35.49,16290099.0
RFCEc,ET,2050,17,21124861.6,20124616.4,7545015.0,4679607.0,0.0418,0.0703,0.59,0.57,172.3,3.6,0.38,22.3,893.4,0.12,172.5,49.0,221.5,190.0,4.2,0.45,24.4,978.7,0.13,190.3,53.6,243.8,356.9,10.2,1.23,39.3,1744.4,0.17,357.6,91.3,448.9,596.3,22.8,2.95,60.9,2717.7,0.3,597.8,142.0,739.8,31.14,189.87,0.23,221.24,33.58,207.23,0.24,241.05,18243450.0
RFCEc,ET,2050,18,20185541.6,19290594.6,5554239.5,4284203.0,0.0403,0.0668,0.57,0.54,186.2,3.9,0.42,23.9,962.6,0.13,186.5,52.6,239.1,211.3,4.5,0.49,27.0,1089.3,0.15,211.5,59.5,271.1,397.5,11.1,1.31,44.0,1954.0,0.19,398.2,102.3,500.5,647.4,21.3,2.78,70.9,2958.7,0.39,648.8,159.2,808.0,36.53,172.5,0.22,209.24,39.21,187.28,0.23,226.73,18908052.0
RFCEc,ET,2050,19,18487549.3,17685524.1,5333710.5,4839241.5,0.038,0.0608,0.58,0.56,179.8,3.8,0.4,23.2,930.9,0.13,180.0,51.0,231.0,198.6,4.2,0.45,25.7,1027.1,0.14,198.8,56.3,255.2,382.1,11.2,1.35,41.7,1861.5,0.18,382.8,97.2,480.0,612.7,21.2,2.77,66.0,2791.1,0.35,614.1,149.2,763.4,30.95,14.42,0.22,45.59,33.02,15.59,0.24,48.85,17991714.0
RFCEc,ET,2050,20,17738021.6,16968702.2,5633513.5,4834954.5,0.0371,0.0582,0.57,0.56,176.9,3.7,0.39,23.0,918.8,0.13,177.1,50.4,227.5,193.3,4.1,0.44,25.0,1000.3,0.14,193.6,54.9,248.4,364.1,11.2,1.36,39.3,1759.5,0.17,364.8,91.8,456.6,594.5,22.8,2.96,60.9,2700.9,0.3,596.0,141.4,737.4,27.35,0.05,0.23,27.63,29.12,0.06,0.24,29.42,16938426.0
RFCEc,ET,2050,21,16555238.7,15838881.3,6004570.0,5175422.5,0.0357,0.0543,0.56,0.55,182.2,3.8,0.4,23.8,946.9,0.13,182.4,52.1,234.5,193.3,4.2,0.46,25.0,997.7,0.14,193.6,54.7,248.3,354.0,11.3,1.38,37.9,1700.3,0.16,354.8,88.6,443.3,578.1,24.5,3.21,57.2,2573.2,0.28,579.7,134.0,713.7,26.78,0.0,0.22,27.0,28.42,0.0,0.23,28.65,15728227.0
RFCEc,ET,2050,22,15000855.3,14346151.8,5889616.0,5627502.5,0.034,0.0492,0.54,0.55,186.2,3.9,0.41,24.5,968.9,0.14,186.5,53.4,239.9,192.5,4.2,0.45,25.0,994.1,0.14,192.7,54.6,247.3,349.8,11.4,1.41,37.2,1671.2,0.16,350.6,87.0,437.6,572.9,25.4,3.35,55.1,2518.5,0.27,574.6,130.2,704.8,26.22,0.0,0.23,26.45,27.68,0.0,0.24,27.92,14744536.0
RFCEc,ET,2050,23,13649251.9,12988154.1,5587580.5,6079979.0,0.0327,0.0445,0.54,0.55,184.0,3.8,0.4,24.4,959.3,0.14,184.3,53.0,237.3,187.0,4.0,0.42,24.5,969.6,0.14,187.2,53.5,240.7,349.0,11.6,1.43,37.0,1662.7,0.16,349.7,86.5,436.2,574.9,27.1,3.6,54.0,2485.8,0.27,576.7,128.1,704.8,25.22,0.0,0.23,25.45,26.54,0.0,0.24,26.78,14149738.0
RFCMc,ET,2024,0,3899305.6,3675614.1,734420.0,1083939.4,0.0331,0.0452,0.41,0.41,412.7,34.9,5.0,27.4,1278.4,0.27,415.1,65.6,480.7,438.6,38.0,5.45,28.1,1330.4,0.28,441.2,67.8,509.1,405.7,13.8,1.72,42.5,1920.1,0.19,406.6,99.7,506.3,794.2,72.6,10.4,41.7,2318.3,0.39,799.2,110.9,910.1,26.82,0.0,0.0,26.82,28.06,0.0,0.0,28.06,4253861.0
RFCMc,ET,2024,1,3844084.5,3547926.2,778661.2,1073818.5,0.0326,0.0435,0.42,0.42,401.6,33.5,4.79,27.3,1259.3,0.27,403.9,64.9,468.8,423.4,36.2,5.18,27.9,1302.2,0.28,425.9,66.8,492.7,402.3,13.3,1.65,42.4,1915.9,0.18,403.2,99.6,502.7,790.5,72.7,10.43,41.2,2286.2,0.39,795.5,109.4,905.0,26.25,0.0,0.0,26.25,27.41,0.0,0.0,27.41,4144381.2
RFCMc,ET,2024,2,3811074.5,3471366.2,799510.9,1069630.2,0.0324,0.0425,0.43,0.43,396.1,32.8,4.68,27.3,1250.0,0.27,398.4,64.6,463.0,417.4,35.4,5.06,27.8,1291.8,0.27,419.8,66.4,486.2,403.4,13.5,1.68,42.4,1915.3,0.18,404.2,99.5,503.7,792.8,73.4,10.53,40.8,2285.7,0.39,797.9,109.0,906.9,25.97,0.0,0.0,25.97,27.11,0.0,0.0,27.11,4086344.5
RFCMc,ET,2024,3,3800327.7,3456375.7,801182.1,1064882.5,0.0323,0.0423,0.43,0.43,394.7,32.5,4.65,27.3,1248.4,0.26,396.9,64.6,461.5,416.4,35.2,5.04,27.9,1290.9,0.27,418.9,66.4,485.3,404.9,13.8,1.72,42.3,1915.6,0.18,405.7,99.5,505.2,773.3,69.9,10.0,41.4,2284.7,0.38,778.1,109.5,887.7,25.91,0.0,0.0,25.91,27.05,0.0,0.0,27.05,4069192.5
RFCMc,ET,2024,4,3851946.1,3535336.0,797617.3,1068086.6,0.0325,0.0432,0.42,0.42,400.8,33.3,4.76,27.4,1261.0,0.27,403.1,65.1,468.1,423.3,36.0,5.16,28.0,1305.1,0.28,425.8,66.9,492.8,406.1,14.0,1.75,42.3,1916.7,0.19,407.0,99.5,506.5,780.5,71.4,10.23,40.8,2285.8,0.38,785.5,109.0,894.4,26.15,0.0,0.0,26.15,27.32,0.0,0.0,27.32,4127786.5
RFCMc,ET,2024,5,4043468.8,3736396.7,817759.0,1085086.9,0.0332,0.0458,0.41,0.41,420.4,35.9,5.13,27.6,1294.5,0.27,422.8,66.2,489.1,444.4,38.8,5.56,28.2,1341.8,0.28,447.1,68.3,515.3,394.8,13.0,1.61,41.7,1881.6,0.18,395.6,97.8,493.4,816.2,76.3,10.95,41.3,2329.8,0.4,821.4,110.8,932.2,26.89,0.0,0.0,26.89,28.2,0.0,0.0,28.2,4315831.0
RFCMc,ET,2024,6,4332411.2,4018168.5,953892.9,1087176.8,0.0343,0.0494,0.4,0.41,431.7,37.5,5.38,27.5,1308.1,0.28,434.3,66.6,500.8,451.0,39.7,5.7,28.2,1351.2,0.29,453.8,68.5,522.3,354.3,9.0,1.04,39.8,1771.3,0.16,354.8,92.6,447.5,771.7,67.7,9.69,43.7,2317.6,0.4,776.4,112.8,889.2,27.91,0.0,0.0,27.91,29.51,0.0,0.0,29.51,4469916.5
RFCMc,ET,2024,7,4583027.1,4259581.3,1113857.4,1031024.6,0.0353,0.0526,0.41,0.41,430.6,37.4,5.36,27.4,1304.8,0.28,433.1,66.4,499.5,442.1,38.6,5.53,28.0,1336.8,0.28,444.7,67.9,512.6,317.7,6.7,0.72,37.0,1632.3,0.14,318.1,85.6,403.7,730.8,60.4,8.62,44.8,2302.1,0.38,734.9,113.5,848.4,28.41,0.0,0.0,28.41,30.11,0.0,0.0,30.11,4502870.0
RFCMc,ET,2024,8,4664440.1,4411897.1,1093799.0,1010824.8,0.036,0.0545,0.41,0.41,430.8,37.6,5.39,27.2,1301.1,0.27,433.4,66.1,499.4,442.8,38.6,5.53,28.0,1339.7,0.28,445.5,68.0,513.4,293.2,5.9,0.61,34.4,1516.8,0.13,293.5,79.6,373.1,762.2,66.0,9.43,43.5,2329.2,0.38,766.7,113.0,879.7,27.96,0.0,0.0,27.96,29.62,0.0,0.0,29.62,4583223.5
RFCMc,ET,2024,9,4738856.0,4527951.9,1068809.8,999356.6,0.0365,0.056,0.4,0.4,438.1,38.5,5.53,27.3,1314.4,0.28,440.8,66.6,507.3,451.9,39.6,5.68,28.2,1358.8,0.28,454.6,68.8,523.4,283.0,5.5,0.57,33.3,1467.9,0.13,283.3,77.1,360.4,737.6,60.4,8.62,45.4,2347.1,0.38,741.7,115.4,857.2,28.4,0.0,0.0,28.4,30.11,0.0,0.0,30.11,4670182.5
RFCMc,ET,2024,10,4811349.5,4613571.7,1035365.0,986068.8,0.0369,0.0572,0.39,0.39,447.5,39.5,5.67,27.7,1335.5,0.28,450.2,67.5,517.7,464.0,40.9,5.87,28.7,1387.0,0.29,466.8,70.1,536.9,281.7,5.5,0.56,33.2,1463.6,0.13,282.0,76.8,358.8,774.5,65.5,9.4,46.3,2365.1,0.42,779.0,116.9,895.9,29.27,0.0,0.0,29.27,31.08,0.0,0.0,31.08,4762369.5
RFCMc,ET,2024,11,4861648.2,4663449.1,997020.9,983054.1,0.0373,0.058,0.39,0.38,452.6,39.9,5.72,28.0,1349.8,0.29,455.3,68.3,523.6,472.7,41.6,5.97,29.2,1410.9,0.3,475.5,71.4,546.9,281.8,5.5,0.56,33.2,1465.5,0.12,282.1,76.9,359.0,779.8,62.9,9.07,50.2,2412.1,0.47,784.1,122.2,906.4,30.23,1.55,0.0,31.79,32.14,1.69,0.0,33.83,4848000.5
RFCMc,ET,2024,12,4899161.3,4698488.3,958859.8,989805.6,0.0375,0.0587,0.39,0.38,453.2,39.7,5.7,28.3,1353.9,0.29,455.9,68.7,524.6,478.0,41.9,6.02,29.7,1427.4,0.3,480.9,72.4,553.2,281.8,5.5,0.56,33.2,1465.8,0.12,282.1,76.9,359.0,801.2,64.9,9.36,51.4,2467.3,0.48,805.6,125.1,930.7,30.98,6.84,0.0,37.82,32.97,7.43,0.0,40.4,4930884.5
RFCMc,ET,2024,13,4919097.2,4709976.4,930525.8,990498.8,0.0377,0.0591,0.39,0.38,448.9,39.0,5.6,28.4,1346.9,0.29,451.6,68.6,520.1,477.4,41.5,5.97,30.0,1430.5,0.3,480.3,72.7,553.0,281.9,5.5,0.56,33.2,1466.7,0.12,282.2,76.9,359.2,786.0,59.8,8.65,54.5,2493.6,0.51,790.1,129.0,919.1,31.45,10.75,0.0,42.2,33.5,11.7,0.0,45.2,4979552.5
